n,activation,hidden,layers,lr,L2,L2_rel,Linf,Integral(ψ²),NormError,Inner,PDE_RMS
1,tanh,64,2,0.001,3.802620992452623e-05,5.3404070262924316e-05,0.00013662491254073927,1.0000057220458984,5.7220458984375e-06,1.0000028376518635,3.802620992452623e-05
1,sin,64,2,0.001,3.660018145942022e-05,4.135611631288161e-05,0.00013443409935320894,0.9999982118606567,1.7881393432617188e-06,0.9999990907090666,3.660018145942022e-05
1,tanh,128,2,0.001,3.51638371573063e-05,4.937887130189275e-05,0.00012989419000764002,0.9999871850013733,1.2814998626708984e-05,0.9999935436189866,3.51638371573063e-05
1,tanh,64,3,0.001,5.0577008484250534e-05,5.959192363561795e-05,0.00021168793292258847,1.0000056028366089,5.602836608886719e-06,1.000002795588593,5.0577008484250534e-05
1,tanh,64,2,0.0005,6.524580223774348e-05,0.00010764294101859417,0.00017369387081478393,0.9999905228614807,9.47713851928711e-06,0.9999952593183501,6.524580223774348e-05
