n,activation,hidden,layers,lr,L2,L2_rel,Integral(ψ²),NormError,PDE_RMS,Inner
2,tanh,64,2,0.001,4.329655449561453e-05,5.1573997997447286e-05,1.000011682510376,1.1682510375976562e-05,4.329655449561453e-05,1.000005827123066
2,sin,64,2,0.001,0.00023783709042362108,0.000232026314264587,0.9996296167373657,0.00037038326263427734,0.00023783709042362108,0.9998147493734659
2,tanh,128,2,0.001,3.744158316969071e-05,4.4366206622395966e-05,0.9999745488166809,2.5451183319091797e-05,3.744158316969071e-05,0.9999872820358368
2,tanh,64,3,0.001,3.4406507494575974e-05,4.132921273857557e-05,1.0000009536743164,9.5367431640625e-07,3.4406507494575974e-05,1.0000004863683842
2,tanh,64,2,0.0005,2.603373701701442e-05,2.685000067521052e-05,1.0000011920928955,1.1920928955078125e-06,2.603373701701442e-05,1.000000556520555
